traj_id,frame,x,y
30,9,0.5585284280936454,20.668896321070235
31,0,0.3076923076923077,22.876254180602007
31,1,0.2909698996655518,22.876254180602007
31,2,0.28762541806020064,22.876254180602007
31,3,0.294314381270903,22.876254180602007
31,4,,
31,5,,
31,6,,
31,7,,
31,8,,
31,9,,
32,0,0.6923076923076923,22.876254180602007
32,1,0.7090301003344481,22.876254180602007
32,2,0.7123745819397993,22.876254180602007
32,3,0.705685618729097,22.876254180602007
32,4,,
32,5,,
32,6,,
32,7,,
32,8,,
32,9,,
33,0,0.2909698996655518,23.879598662207357
33,1,0.28762541806020064,23.879598662207357
33,2,0.294314381270903,23.879598662207357
33,3,0.3076923076923077,23.879598662207357
33,4,,
33,5,,
33,6,,
33,7,,
33,8,,
33,9,,
34,0,0.7090301003344481,23.879598662207357
34,1,0.7123745819397993,23.879598662207357
34,2,0.705685618729097,23.879598662207357
34,3,0.6923076923076923,23.879598662207357
34,4,,
34,5,,
34,6,,
34,7,,
34,8,,
34,9,,
35,0,0.28762541806020064,24.88294314381271
35,1,0.294314381270903,24.88294314381271
35,2,0.3076923076923077,24.88294314381271
35,3,,
35,4,,
35,5,,
35,6,,
35,7,,
35,8,,
35,9,,
36,0,0.7123745819397993,24.88294314381271
36,1,0.705685618729097,24.88294314381271
36,2,0.6923076923076923,24.88294314381271
36,3,,
36,4,,
36,5,,
36,6,,
36,7,,
36,8,,
36,9,,
37,0,0.2909698996655518,25.48494983277592
37,1,,
37,2,,
37,3,,
37,4,,
37,5,,
37,6,,
37,7,,
37,8,,
37,9,,
38,0,0.7090301003344481,25.48494983277592
38,1,,
38,2,,
38,3,,
38,4,,
38,5,,
38,6,,
38,7,,
38,8,,
38,9,,
39,0,0.294314381270903,25.88628762541806
39,1,0.3076923076923077,25.88628762541806
39,2,,
39,3,,
39,4,,
39,5,,
39,6,,
39,7,,
39,8,,
39,9,,
40,0,0.705685618729097,25.88628762541806
40,1,0.6923076923076923,25.88628762541806
40,2,,
40,3,,
40,4,,
40,5,,
40,6,,
40,7,,
40,8,,
40,9,,
41,0,0.29765886287625415,26.287625418060202
41,1,,
41,2,,
41,3,,
41,4,,
41,5,,
41,6,,
41,7,,
41,8,,
41,9,,
42,0,0.7023411371237458,26.287625418060202
42,1,,
42,2,,
42,3,,
42,4,,
42,5,,
42,6,,
42,7,,
42,8,,
42,9,,
43,0,0.3076923076923077,26.889632107023413
43,1,,
43,2,,
43,3,,
43,4,,
43,5,,
43,6,,
43,7,,
43,8,,
43,9,,
44,0,0.6923076923076923,26.889632107023413
44,1,,
44,2,,
44,3,,
44,4,,
44,5,,
44,6,,
44,7,,
44,8,,
44,9,,
45,0,0.4882943143812709,57.591973244147155
45,1,,
45,2,,
45,3,,
45,4,,
45,5,,
45,6,,
45,7,,
45,8,,
45,9,,
46,0,0.5117056856187291,57.591973244147155
46,1,,
46,2,,
46,3,,
46,4,,
46,5,,
46,6,,
46,7,,
46,8,,
46,9,,
47,0,,
47,1,0.3812709030100334,1.0033444816053514
47,2,0.35785953177257523,1.0033444816053514
47,3,,
47,4,,
47,5,,
47,6,,
47,7,,
47,8,,
47,9,0.3745819397993311,1.0033444816053514
48,0,,
48,1,0.6187290969899666,1.0033444816053514
48,2,0.6421404682274248,1.0033444816053514
48,3,,
48,4,,
48,5,,
48,6,,
48,7,,
48,8,,
48,9,0.6254180602006689,1.0033444816053514
49,0,,
49,1,0.2909698996655518,1.4046822742474916
49,2,,
49,3,,
49,4,,
49,5,,
49,6,,
49,7,,
49,8,0.31438127090301005,1.4046822742474916
49,9,,
50,0,,
50,1,0.3110367892976589,1.4046822742474916
50,2,,
50,3,,
50,4,,
50,5,,
50,6,,
50,7,,
50,8,,
50,9,,
51,0,,
51,1,0.6889632107023411,1.4046822742474916
51,2,,
51,3,,
51,4,,
51,5,,
51,6,,
51,7,,
51,8,0.68561872909699,1.4046822742474916
51,9,,
52,0,,
52,1,0.7090301003344481,1.4046822742474916
52,2,,
52,3,,
52,4,,
52,5,,
52,6,,
52,7,,
52,8,,
52,9,,
53,0,,
53,1,0.4214046822742475,6.0200668896321075
53,2,,
53,3,,
53,4,,
53,5,,
53,6,,
53,7,,
53,8,,
53,9,,
54,0,,
54,1,0.5785953177257525,6.0200668896321075
54,2,,
54,3,,
54,4,,
54,5,,
54,6,,
54,7,,
54,8,,
54,9,,
55,0,,
55,1,0.36789297658862874,6.2207357859531776
55,2,,
55,3,,
55,4,,
55,5,,
55,6,,
55,7,,
55,8,,
55,9,,
56,0,,
56,1,0.6321070234113713,6.2207357859531776
56,2,,
56,3,,
56,4,,
56,5,,
56,6,,
56,7,,
56,8,,
56,9,,
57,0,,
57,1,0.3377926421404682,6.421404682274248
57,2,,
57,3,0.31438127090301005,6.421404682274247
57,4,,
57,5,,
57,6,,
57,7,,
57,8,,
57,9,,
58,0,,
58,1,0.6622073578595318,6.421404682274248
58,2,,
58,3,0.68561872909699,6.421404682274247
58,4,,
58,5,,
58,6,,
58,7,,
58,8,,
58,9,,
59,0,,
59,1,0.3177257525083612,6.622073578595318
59,2,,
59,3,0.3311036789297659,6.622073578595318
59,4,,
59,5,,
59,6,,
59,7,,
59,8,,
59,9,,
60,0,,
60,1,0.6822742474916388,6.622073578595318
60,2,,
60,3,0.6688963210702341,6.622073578595318
60,4,,
60,5,,
60,6,,
60,7,,
60,8,,
60,9,,
61,0,,
61,1,0.3010033444816054,7.023411371237458
61,2,0.3010033444816054,7.023411371237458
61,3,,
61,4,,
61,5,,
61,6,,
61,7,,
61,8,,
61,9,,
62,0,,
62,1,0.6989966555183946,7.023411371237458
62,2,0.6989966555183946,7.023411371237458
62,3,,
62,4,,
62,5,,
62,6,,
62,7,,
62,8,,
62,9,,
63,0,,
63,1,0.28762541806020064,7.625418060200669
63,2,,
63,3,,
63,4,,
63,5,,
63,6,,
63,7,,
63,8,,
63,9,,
64,0,,
64,1,0.7123745819397993,7.625418060200669
64,2,,
64,3,,
64,4,,
64,5,,
64,6,,
64,7,,
64,8,,
64,9,,
65,0,,
65,1,0.3177257525083612,8.42809364548495
65,2,,
65,3,,
65,4,,
65,5,,
65,6,,
65,7,,
65,8,,
65,9,,
66,0,,
66,1,0.6822742474916388,8.42809364548495
66,2,,
66,3,,
66,4,,
66,5,,
66,6,,
66,7,,
66,8,,
66,9,,
67,0,,
67,1,0.3812709030100334,9.03010033444816
67,2,,
67,3,,
67,4,,
67,5,,
67,6,,
67,7,,
67,8,,
67,9,,
68,0,,
68,1,0.6187290969899666,9.03010033444816
68,2,,
68,3,,
68,4,,
68,5,,
68,6,,
68,7,,
68,8,,
68,9,,
69,0,,
69,1,0.42474916387959866,9.230769230769232
69,2,,
69,3,,
69,4,,
69,5,,
69,6,,
69,7,,
69,8,,
69,9,,
70,0,,
70,1,0.5752508361204013,9.230769230769232
70,2,,
70,3,,
70,4,,
70,5,,
70,6,,
70,7,,
70,8,,
70,9,,
71,0,,
71,1,0.3076923076923077,21.872909698996658
71,2,0.2909698996655518,21.872909698996658
71,3,0.28762541806020064,21.872909698996658
71,4,0.294314381270903,21.872909698996658
71,5,,
71,6,,
71,7,,
71,8,,
71,9,,
72,0,,
72,1,0.6923076923076923,21.872909698996658
72,2,0.7090301003344481,21.872909698996658
72,3,0.7123745819397993,21.872909698996658
72,4,0.705685618729097,21.872909698996658
72,5,,
72,6,,
72,7,,
72,8,,
72,9,,
73,0,,
73,1,0.2909698996655518,24.48160535117057
73,2,,
73,3,,
73,4,,
73,5,,
73,6,,
73,7,,
73,8,,
73,9,,
74,0,,
74,1,0.7090301003344481,24.48160535117057
74,2,,
74,3,,
74,4,,
74,5,,
74,6,,
74,7,,
74,8,,
74,9,,
75,0,,
75,1,0.29765886287625415,25.28428093645485
75,2,,
75,3,,
75,4,,
75,5,,
75,6,,
75,7,,
75,8,,
75,9,,
76,0,,
76,1,0.7023411371237458,25.28428093645485
76,2,,
76,3,,
76,4,,
76,5,,
76,6,,
76,7,,
76,8,,
76,9,,
77,0,,
77,1,0.4916387959866221,56.58862876254181
77,2,,
77,3,,
77,4,,
77,5,,
77,6,,
77,7,,
77,8,,
77,9,,
78,0,,
78,1,0.5083612040133779,56.58862876254181
78,2,,
78,3,,
78,4,,
78,5,,
78,6,,
78,7,,
78,8,,
78,9,,
79,0,,
79,1,,
79,2,0.3812709030100334,0.0
79,3,0.35785953177257523,0.0
79,4,,
79,5,,
79,6,,
79,7,,
79,8,,
79,9,,
80,0,,
80,1,,
80,2,0.6187290969899666,0.0
80,3,0.6421404682274248,0.0
80,4,,
80,5,,
80,6,,
80,7,,
80,8,,
80,9,,
81,0,,
81,1,,
81,2,0.2909698996655518,0.40133779264214064
81,3,,
81,4,,
81,5,,
81,6,,
81,7,,
81,8,,
81,9,0.31438127090301005,0.4013377926421402
82,0,,
82,1,,
82,2,0.3110367892976589,0.40133779264214064
82,3,,
82,4,,
82,5,,
82,6,,
82,7,,
82,8,,
82,9,,
83,0,,
83,1,,
83,2,0.6889632107023411,0.40133779264214064
83,3,,
83,4,,
83,5,,
83,6,,
83,7,,
83,8,,
83,9,0.68561872909699,0.4013377926421402
84,0,,
84,1,,
84,2,0.7090301003344481,0.40133779264214064
84,3,,
84,4,,
84,5,,
84,6,,
84,7,,
84,8,,
84,9,,
85,0,,
85,1,,
85,2,0.42474916387959866,5.016722408026756
85,3,,
85,4,,
85,5,,
85,6,,
85,7,,
85,8,,
85,9,,
86,0,,
86,1,,
86,2,0.5752508361204013,5.016722408026756
86,3,,
86,4,,
86,5,,
86,6,,
86,7,,
86,8,,
86,9,,
87,0,,
87,1,,
87,2,0.36789297658862874,5.217391304347826
87,3,,
87,4,,
87,5,,
87,6,,
87,7,,
87,8,,
87,9,,
88,0,,
88,1,,
88,2,0.6321070234113713,5.217391304347826
88,3,,
88,4,,
88,5,,
88,6,,
88,7,,
88,8,,
88,9,,
89,0,,
89,1,,
89,2,0.3377926421404682,5.418060200668896
89,3,,
89,4,0.31438127090301005,5.418060200668897
89,5,,
89,6,,
89,7,,
89,8,,
89,9,,
90,0,,
90,1,,
90,2,0.6622073578595318,5.418060200668896
90,3,,
90,4,0.68561872909699,5.418060200668897
90,5,,
90,6,,
90,7,,
90,8,,
90,9,,
91,0,,
91,1,,
91,2,0.3177257525083612,5.618729096989966
91,3,,
91,4,0.3311036789297659,5.618729096989966
91,5,,
91,6,,
91,7,,
91,8,,
91,9,,
92,0,,
92,1,,
92,2,0.6822742474916388,5.618729096989966
92,3,,
92,4,0.6688963210702341,5.618729096989966
92,5,,
92,6,,
92,7,,
92,8,,
92,9,,
93,0,,
93,1,,
93,2,0.3010033444816054,6.020066889632108
93,3,0.3010033444816054,6.020066889632108
93,4,,
93,5,,
93,6,,
93,7,,
93,8,,
93,9,,
94,0,,
94,1,,
94,2,0.6989966555183946,6.020066889632108
94,3,0.6989966555183946,6.020066889632108
94,4,,
94,5,,
94,6,,
94,7,,
94,8,,
94,9,,
95,0,,
95,1,,
95,2,0.28762541806020064,6.622073578595318
95,3,,
95,4,,
95,5,,
95,6,,
95,7,,
95,8,,
95,9,,
96,0,,
96,1,,
96,2,0.7123745819397993,6.622073578595318
96,3,,
96,4,,
96,5,,
96,6,,
96,7,,
96,8,,
96,9,,
97,0,,
97,1,,
97,2,0.4214046822742475,8.22742474916388
97,3,,
97,4,,
97,5,,
97,6,,
97,7,,
97,8,,
97,9,,
98,0,,
98,1,,
98,2,0.5785953177257525,8.22742474916388
98,3,,
98,4,,
98,5,,
98,6,,
98,7,,
98,8,,
98,9,,
99,0,,
99,1,,
99,2,0.44816053511705684,18.662207357859533
99,3,,
99,4,,
99,5,,
99,6,,
99,7,,
99,8,,
99,9,,
100,0,,
100,1,,
100,2,0.5518394648829431,18.662207357859533
100,3,,
100,4,,
100,5,,
100,6,,
100,7,,
100,8,,
100,9,,
101,0,,
101,1,,
101,2,0.3076923076923077,20.869565217391305
101,3,0.2909698996655518,20.869565217391305
101,4,0.28762541806020064,20.869565217391305
101,5,0.294314381270903,20.869565217391305
101,6,,
101,7,,
101,8,,
101,9,,
102,0,,
102,1,,
102,2,0.2909698996655518,23.47826086956522
102,3,,
102,4,,
102,5,,
102,6,,
102,7,,
102,8,,
102,9,,
103,0,,
103,1,,
103,2,0.7090301003344481,23.47826086956522
103,3,,
103,4,,
103,5,,
103,6,,
103,7,,
103,8,,
103,9,,
104,0,,
104,1,,
104,2,0.29765886287625415,24.2809364548495
104,3,,
104,4,,
104,5,,
104,6,,
104,7,,
104,8,,
104,9,,
105,0,,
105,1,,
105,2,0.7023411371237458,24.2809364548495
105,3,,
105,4,,
105,5,,
105,6,,
105,7,,
105,8,,
105,9,,
106,0,,
106,1,,
106,2,0.44481605351170567,27.692307692307693
106,3,,
106,4,,
106,5,,
106,6,,
106,7,,
106,8,,
106,9,,
107,0,,
107,1,,
107,2,0.5551839464882943,27.692307692307693
107,3,,
107,4,,
107,5,,
107,6,,
107,7,,
107,8,,
107,9,,
108,0,,
108,1,,
108,2,0.4916387959866221,55.585284280936456
108,3,,
108,4,,
108,5,,
108,6,,
108,7,,
108,8,,
108,9,,
109,0,,
109,1,,
109,2,0.5083612040133779,55.585284280936456
109,3,,
109,4,,
109,5,,
109,6,,
109,7,,
109,8,,
109,9,,
110,0,,
110,1,,
110,2,,
110,3,0.42474916387959866,4.013377926421405
110,4,,
110,5,,
110,6,,
110,7,,
110,8,,
110,9,,
111,0,,
111,1,,
111,2,,
111,3,0.5752508361204013,4.013377926421405
111,4,,
111,5,,
111,6,,
111,7,,
111,8,,
111,9,,
112,0,,
112,1,,
112,2,,
112,3,0.36789297658862874,4.214046822742475
112,4,,
112,5,,
112,6,,
112,7,,
112,8,,
112,9,,
113,0,,
113,1,,
113,2,,
113,3,0.6321070234113713,4.214046822742475
113,4,,
113,5,,
113,6,,
113,7,,
113,8,,
113,9,,
114,0,,
114,1,,
114,2,,
114,3,0.3377926421404682,4.414715719063545
114,4,,
114,5,0.31438127090301005,4.414715719063544
114,6,,
114,7,,
114,8,,
114,9,,
115,0,,
115,1,,
115,2,,
115,3,0.6622073578595318,4.414715719063545
115,4,,
115,5,0.68561872909699,4.414715719063544
115,6,,
115,7,,
115,8,,
115,9,,
116,0,,
116,1,,
116,2,,
116,3,0.3177257525083612,4.615384615384616
116,4,,
116,5,0.3311036789297659,4.615384615384617
116,6,,
116,7,,
116,8,,
116,9,,
117,0,,
117,1,,
117,2,,
117,3,0.6822742474916388,4.615384615384616
117,4,,
117,5,0.6688963210702341,4.615384615384617
117,6,,
117,7,,
117,8,,
117,9,,
118,0,,
118,1,,
118,2,,
118,3,0.3010033444816054,5.016722408026755
118,4,0.3010033444816054,5.016722408026755
118,5,,
118,6,,
118,7,,
118,8,,
118,9,,
119,0,,
119,1,,
119,2,,
119,3,0.6989966555183946,5.016722408026755
119,4,0.6989966555183946,5.016722408026755
119,5,,
119,6,,
119,7,,
119,8,,
119,9,,
120,0,,
120,1,,
120,2,,
120,3,0.28762541806020064,5.618729096989966
120,4,,
120,5,,
120,6,,
120,7,,
120,8,,
120,9,,
121,0,,
121,1,,
121,2,,
121,3,0.7123745819397993,5.618729096989966
121,4,,
121,5,,
121,6,,
121,7,,
121,8,,
121,9,,
122,0,,
122,1,,
122,2,,
122,3,0.3511705685618729,6.822742474916389
122,4,,
122,5,,
122,6,,
122,7,,
122,8,,
122,9,,
123,0,,
123,1,,
123,2,,
123,3,0.6488294314381271,6.822742474916389
123,4,,
123,5,,
123,6,,
123,7,,
123,8,,
123,9,,
124,0,,
124,1,,
124,2,,
124,3,0.37792642140468224,7.023411371237458
124,4,,
124,5,,
124,6,,
124,7,,
124,8,,
124,9,,
125,0,,
125,1,,
125,2,,
125,3,0.6220735785953178,7.023411371237458
125,4,,
125,5,,
125,6,,
125,7,,
125,8,,
125,9,,
126,0,,
126,1,,
126,2,,
126,3,0.4214046822742475,7.224080267558529
126,4,,
126,5,,
126,6,,
126,7,,
126,8,,
126,9,,
127,0,,
127,1,,
127,2,,
127,3,0.5785953177257525,7.224080267558529
127,4,,
127,5,,
127,6,,
127,7,,
127,8,,
127,9,,
128,0,,
128,1,,
128,2,,
128,3,0.44816053511705684,17.65886287625418
128,4,,
128,5,,
128,6,,
128,7,,
128,8,,
128,9,,
129,0,,
129,1,,
129,2,,
129,3,0.5518394648829431,17.65886287625418
129,4,,
129,5,,
129,6,,
129,7,,
129,8,,
129,9,,
130,0,,
130,1,,
130,2,,
130,3,0.391304347826087,18.06020066889632
130,4,,
130,5,,
130,6,,
130,7,,
130,8,,
130,9,,
131,0,,
131,1,,
131,2,,
131,3,0.6086956521739131,18.06020066889632
131,4,,
131,5,,
131,6,,
131,7,,
131,8,,
131,9,,
132,0,,
132,1,,
132,2,,
132,3,0.3745819397993311,18.26086956521739
132,4,,
132,5,,
132,6,,
132,7,,
132,8,,
132,9,,
133,0,,
133,1,,
133,2,,
133,3,0.6254180602006689,18.26086956521739
133,4,,
133,5,,
133,6,,
133,7,,
133,8,,
133,9,,
134,0,,
134,1,,
134,2,,
134,3,0.3277591973244147,19.06354515050167
134,4,,
134,5,,
134,6,,
134,7,,
134,8,0.3110367892976589,19.06354515050167
134,9,,
135,0,,
135,1,,
135,2,,
135,3,0.6722408026755853,19.06354515050167
135,4,,
135,5,,
135,6,,
135,7,,
135,8,0.6889632107023411,19.06354515050167
135,9,,
136,0,,
136,1,,
136,2,,
136,3,0.31438127090301005,19.665551839464882
136,4,,
136,5,,
136,6,,
136,7,,
136,8,0.3277591973244147,19.665551839464882
136,9,,
137,0,,
137,1,,
137,2,,
137,3,0.68561872909699,19.665551839464882
137,4,,
137,5,,
137,6,,
137,7,,
137,8,0.6722408026755853,19.665551839464882
137,9,,
138,0,,
138,1,,
138,2,,
138,3,0.3076923076923077,19.866220735785955
138,4,0.2909698996655518,19.866220735785955
138,5,0.28762541806020064,19.866220735785955
138,6,0.294314381270903,19.866220735785955
138,7,,
138,8,,
138,9,,
139,0,,
139,1,,
139,2,,
139,3,0.6923076923076923,19.866220735785955
139,4,0.7090301003344481,19.866220735785955
139,5,0.7123745819397993,19.866220735785955
139,6,0.705685618729097,19.866220735785955
139,7,,
139,8,,
139,9,,
140,0,,
140,1,,
140,2,,
140,3,0.7090301003344481,20.869565217391305
140,4,0.7123745819397993,20.869565217391305
140,5,0.705685618729097,20.869565217391305
140,6,,
140,7,,
140,8,,
140,9,,
141,0,,
141,1,,
141,2,,
141,3,0.2909698996655518,22.474916387959865
141,4,,
141,5,,
141,6,,
141,7,,
141,8,,
141,9,,
142,0,,
142,1,,
142,2,,
142,3,0.7090301003344481,22.474916387959865
142,4,,
142,5,,
142,6,,
142,7,,
142,8,,
142,9,,
143,0,,
143,1,,
143,2,,
143,3,0.29765886287625415,23.27759197324415
143,4,,
143,5,,
143,6,,
143,7,,
143,8,,
143,9,,
144,0,,
144,1,,
144,2,,
144,3,0.7023411371237458,23.27759197324415
144,4,,
144,5,,
144,6,,
144,7,,
144,8,,
144,9,,
145,0,,
145,1,,
145,2,,
145,3,0.44481605351170567,26.68896321070234
145,4,,
145,5,,
145,6,,
145,7,,
145,8,,
145,9,,
146,0,,
146,1,,
146,2,,
146,3,0.5551839464882943,26.68896321070234
146,4,,
146,5,,
146,6,,
146,7,,
146,8,,
146,9,,
147,0,,
147,1,,
147,2,,
147,3,0.49498327759197325,54.5819397993311
147,4,,
147,5,,
147,6,,
147,7,,
147,8,,
147,9,,
148,0,,
148,1,,
148,2,,
148,3,0.5050167224080268,54.5819397993311
148,4,,
148,5,,
148,6,,
148,7,,
148,8,,
148,9,,
149,0,,
149,1,,
149,2,,
149,3,0.39464882943143814,55.785953177257525
149,4,,
149,5,,
149,6,,
149,7,,
149,8,,
149,9,,
150,0,,
150,1,,
150,2,,
150,3,0.6053511705685619,55.785953177257525
150,4,,
150,5,,
150,6,,
150,7,,
150,8,,
150,9,,
151,0,,
151,1,,
151,2,,
151,3,0.3812709030100334,56.187290969899664
151,4,,
151,5,,
151,6,,
151,7,,
151,8,,
151,9,,
152,0,,
152,1,,
152,2,,
152,3,0.6187290969899666,56.187290969899664
152,4,,
152,5,,
152,6,,
152,7,,
152,8,,
152,9,,
153,0,,
153,1,,
153,2,,
153,3,0.3745819397993311,56.58862876254181
153,4,,
153,5,,
153,6,,
153,7,,
153,8,,
153,9,,
154,0,,
154,1,,
154,2,,
154,3,0.6254180602006689,56.58862876254181
154,4,,
154,5,,
154,6,,
154,7,,
154,8,,
154,9,,
155,0,,
155,1,,
155,2,,
155,3,,
155,4,0.42474916387959866,3.010033444816054
155,5,,
155,6,,
155,7,,
155,8,,
155,9,,
156,0,,
156,1,,
156,2,,
156,3,,
156,4,0.5752508361204013,3.010033444816054
156,5,,
156,6,,
156,7,,
156,8,,
156,9,,
157,0,,
157,1,,
157,2,,
157,3,,
157,4,0.3712374581939799,3.2107023411371234
157,5,,
157,6,,
157,7,,
157,8,,
157,9,,
158,0,,
158,1,,
158,2,,
158,3,,
158,4,0.6287625418060201,3.2107023411371234
158,5,,
158,6,,
158,7,,
158,8,,
158,9,,
159,0,,
159,1,,
159,2,,
159,3,,
159,4,0.3377926421404682,3.4113712374581944
159,5,,
159,6,0.31438127090301005,3.4113712374581944
159,7,,
159,8,,
159,9,,
160,0,,
160,1,,
160,2,,
160,3,,
160,4,0.6622073578595318,3.4113712374581944
160,5,,
160,6,0.68561872909699,3.4113712374581944
160,7,,
160,8,,
160,9,,
161,0,,
161,1,,
161,2,,
161,3,,
161,4,0.3177257525083612,3.6120401337792645
161,5,,
161,6,0.3311036789297659,3.6120401337792636
161,7,,
161,8,,
161,9,,
162,0,,
162,1,,
162,2,,
162,3,,
162,4,0.6822742474916388,3.6120401337792645
162,5,,
162,6,0.6688963210702341,3.6120401337792636
162,7,,
162,8,,
162,9,,
163,0,,
163,1,,
163,2,,
163,3,,
163,4,0.3010033444816054,4.013377926421406
163,5,0.3010033444816054,4.013377926421406
163,6,,
163,7,,
163,8,,
163,9,,
164,0,,
164,1,,
164,2,,
164,3,,
164,4,0.6989966555183946,4.013377926421406
164,5,0.6989966555183946,4.013377926421406
164,6,,
164,7,,
164,8,,
164,9,,
165,0,,
165,1,,
165,2,,
165,3,,
165,4,0.28762541806020064,4.615384615384617
165,5,,
165,6,,
165,7,,
165,8,,
165,9,,
166,0,,
166,1,,
166,2,,
166,3,,
166,4,0.7123745819397993,4.615384615384617
166,5,,
166,6,,
166,7,,
166,8,,
166,9,,
167,0,,
167,1,,
167,2,,
167,3,,
167,4,0.3511705685618729,5.819397993311037
167,5,,
167,6,,
167,7,,
167,8,,
167,9,,
168,0,,
168,1,,
168,2,,
168,3,,
168,4,0.6488294314381271,5.819397993311037
168,5,,
168,6,,
168,7,,
168,8,,
168,9,,
169,0,,
169,1,,
169,2,,
169,3,,
